,userid,time_stamp,adgroup_id,pid,nonclk,clk,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level ,cate_id,campaign_id,customer,brand,price,hist_cate_id,hist_adgroup_id
14929294,1089728,1494571809,370911,430548_1007,1,0,0,9,1,3,,3,0,2.0,1665,224090,121998,234846.0,1.7898998976306757e-06,1665,370911
19483703,390932,1494658651,520322,430548_1007,1,0,0,4,2,4,,3,0,2.0,2628,212901,209722,247789.0,5.799000177830749e-07,2628,520322
17676920,195826,1494599405,147458,430539_1007,1,0,0,3,2,3,,3,0,3.0,4292,128538,26494,376130.0,1.0898999107666896e-06,4292,147458
15259519,1130221,1494035885,355569,430539_1007,1,0,0,4,2,4,,3,0,2.0,6857,751,24607,67652.0,6.989899702602997e-06,6857,355569
4115523,37817,1494321594,741582,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6185,129407,95951,,2.8990001510464936e-07,6185,741582
3793128,782462,1494685583,578022,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,856,41748,13248,217650.0,9.798999371923856e-07,856,578022
12846022,1076981,1494458970,499422,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6554,353257,193923,,3.7990000123500067e-07,6554,499422
20383575,1089728,1494163717,533451,430548_1007,1,0,0,9,1,3,,3,0,2.0,6512,243292,196361,,1.2798999478036421e-06,6512,533451
19155277,186325,1494412543,670972,430548_1007,1,0,0,11,1,5,,2,0,,6261,274464,174085,,9.898999451252166e-07,6261,670972
9143693,594253,1494598193,616119,430548_1007,1,0,0,5,2,5,,3,0,3.0,4520,304610,76800,195724.0,5.659900125465356e-06,4520,616119
23549054,1076981,1494195116,582585,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6554,59408,139130,,2.8990001510464936e-07,6554,582585
11701522,852597,1494578630,817404,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,1665,395749,44189,,6.798999834245478e-07,1665,817404
6182124,1076981,1494219588,532918,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6423,411207,65947,402382.0,2.9599000299640466e-06,6423,532918
6883485,409373,1494127088,214454,430548_1007,1,0,0,10,1,4,2.0,3,0,,6261,84044,64479,419304.0,2.679900035218452e-06,6261,214454
12406288,640487,1494480773,774072,430539_1007,1,0,0,2,2,2,2.0,3,0,,6426,420206,67069,234846.0,1.3679899893759284e-05,6426,774072
7681192,4500,1494382150,742109,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,856,61428,146069,321995.0,9.598999213267234e-07,856,742109
12504573,640487,1494634820,632285,430539_1007,1,0,0,2,2,2,2.0,3,0,,6426,17208,92263,,3.1798999771126546e-06,6426,632285
5202650,1089728,1494390041,807974,430548_1007,1,0,0,9,1,3,,3,0,2.0,6261,121255,65559,141251.0,4.779899882123573e-06,6261,807974
17023513,4500,1494473384,752864,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,4282,372836,217144,,2.989899940075702e-06,4282,752864
6056081,4500,1494471975,98565,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6181,130997,7784,64950.0,8.998999874165747e-07,6181,98565
17074156,1067128,1494632063,484271,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,6300,231575,142018,124880.0,1.1798999821621692e-06,6300,484271
4157580,114842,1494118969,517287,430548_1007,1,0,0,8,1,2,,3,0,3.0,6952,186023,5725,242771.0,3.499000058582169e-07,6952,517287
22794604,390932,1494569015,651404,430548_1007,1,0,0,4,2,4,,3,0,2.0,4505,288348,107836,199765.0,6.798999834245478e-07,4505,651404
4147923,153909,1494601938,797498,430539_1007,1,0,81,10,1,4,2.0,3,0,4.0,6055,383294,104364,36410.0,1.1898999900950002e-06,6055,797498
2582476,694536,1494681791,696585,430548_1007,1,0,0,3,2,3,,3,0,,6183,401692,56209,188080.0,9.798999371923856e-07,6183,696585
22253538,37817,1494048413,770465,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6426,258642,26263,,2.989899940075702e-06,6426,770465
12130360,1075609,1494415240,674492,430539_1007,1,0,54,8,1,2,1.0,3,1,2.0,6142,141112,1702,97994.0,4.979900040780194e-06,6142,674492
1246045,1067128,1494556276,709851,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,6261,359520,13787,,1.1898999900950002e-06,6261,709851
7596808,56008,1494201569,269285,430539_1007,1,0,7,2,2,2,2.0,3,0,2.0,839,309047,234230,102437.0,1.6798999240563717e-06,839,269285
19946812,1099572,1494133766,760292,430548_1007,1,0,2,1,2,1,1.0,3,0,2.0,5508,123855,3491,438809.0,2.4700000267330324e-08,5508,760292
10363234,356708,1494039018,551964,430548_1007,1,0,89,11,1,5,1.0,3,0,4.0,4288,329269,56915,,3.3598998925299384e-06,4288,551964
14850890,1067128,1494065681,116266,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,4517,227281,115708,240452.0,1.0990000021138258e-07,4517,116266
2246030,4500,1494304558,683061,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,1665,239323,150711,83836.0,5.879900072613964e-06,1665,683061
19127305,694536,1494146136,304938,430548_1007,1,0,0,3,2,3,,3,0,,6412,58625,138526,40108.0,5.779899765911978e-06,6412,304938
6948319,1076981,1494590067,626852,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,21257,100668,99226.0,3.7990000123500067e-07,856,626852
15271365,728644,1494291970,673462,430548_1007,1,0,7,2,2,2,1.0,3,0,1.0,6426,212203,200144,,6.979899808357004e-06,6426,673462
15575055,728644,1494279770,350519,430548_1007,1,0,7,2,2,2,1.0,3,0,1.0,6251,338506,251465,178832.0,9.898999451252166e-07,6251,350519
9804598,694536,1494042131,492576,430548_1007,1,0,0,3,2,3,,3,0,,4288,122076,86519,342760.0,1.4979000297898892e-06,4288,492576
22330433,1089728,1494073361,773017,430548_1007,1,0,0,9,1,3,,3,0,2.0,6183,366265,921,347328.0,6.798999834245478e-07,6183,773017
3792132,186325,1494482634,573822,430548_1007,1,0,0,11,1,5,,2,0,,6261,192540,61440,,4.979900040780194e-06,6261,573822
14363797,37817,1494465293,728383,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6554,232048,161957,394872.0,1.9798999346676283e-06,6554,728383
119421,1036810,1494215349,721057,430539_1007,1,0,0,3,2,3,,3,0,2.0,5493,340297,251658,185235.0,3.979900156991789e-06,5493,721057
22905713,718709,1494082206,371058,430539_1007,1,0,66,9,1,3,2.0,3,0,2.0,11134,234870,217878,283013.0,2.499000117950345e-07,11134,371058
9574925,390932,1494393607,672846,430548_1007,1,0,0,4,2,4,,3,0,2.0,4282,8777,44189,,6.499000164694735e-07,4282,672846
6719535,379438,1494159705,355866,430539_1007,1,0,0,4,2,4,,3,0,1.0,5779,339132,246230,371783.0,1.4798999927734258e-06,5779,355866
9268695,390932,1494393649,674288,430548_1007,1,0,0,4,2,4,,3,0,2.0,4282,408804,63559,234846.0,6.699000323351356e-07,4282,674288
14088886,913595,1494138128,186872,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,5328,101751,170515,316327.0,2.3959899408509955e-05,5328,186872
21109022,118379,1494039165,365120,430539_1007,0,1,46,5,2,5,3.0,3,0,2.0,6735,199202,124772,270147.0,2.879899966501398e-06,6735,365120
715038,694536,1494042131,639504,430548_1007,1,0,0,3,2,3,,3,0,,4281,360936,13787,,8.699000204615004e-07,4281,639504
11898374,568075,1494687967,633368,430539_1007,1,0,0,10,1,4,,3,0,2.0,4281,308487,205238,114739.0,1.9799899746431038e-05,4281,633368
2616985,1089728,1494332988,752895,430548_1007,1,0,0,9,1,3,,3,0,2.0,6261,220836,153569,,5.979899924568599e-06,6261,752895
21662234,56008,1494132156,711214,430539_1007,1,0,7,2,2,2,2.0,3,0,2.0,2884,249514,221862,334491.0,1.8898999769589864e-06,2884,711214
14839340,728743,1494246764,737366,430539_1007,1,0,0,4,2,4,,3,0,2.0,9493,117305,89594,75624.0,4.397990051074885e-05,9493,737366
8531835,782462,1494026396,589859,430548_1007,0,1,26,4,2,4,2.0,2,0,2.0,6152,397406,47359,138997.0,1.6898999319892027e-06,6152,589859
14457898,450685,1494677906,682404,430548_1007,1,0,8,2,2,2,2.0,3,0,3.0,6736,159179,164745,,1.0798999028338585e-06,6736,682404
16413773,994496,1494251635,308364,430539_1007,1,0,0,4,2,4,,3,0,4.0,6261,386419,382,297445.0,1.9798999346676283e-06,6261,308364
17723534,118379,1494127384,450071,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,5953,347356,235507,7465.0,4.389899913803674e-06,5953,450071
14291790,122203,1494040564,2716,430539_1007,1,0,0,9,1,3,,3,0,2.0,8928,162500,4666,125549.0,2.2989999592937238e-07,8928,2716
14791432,390932,1494651952,703428,430548_1007,1,0,0,4,2,4,,3,0,2.0,4282,343917,244176,,3.7990000123500067e-07,4282,703428
765449,324042,1494584119,610949,430548_1007,1,0,0,3,2,3,1.0,2,0,,4292,107647,117672,,2.499899892427493e-06,4292,610949
7033558,728743,1494121794,462779,430539_1007,1,0,0,4,2,4,,3,0,2.0,4284,397994,52598,73218.0,2.989899940075702e-06,4284,462779
4253041,1091685,1494558669,603345,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,4290,276999,235443,201287.0,2.3799000246071955e-06,4290,603345
3848344,1076981,1494118087,718346,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,119699,90026,,1.1798999821621692e-06,856,718346
15090882,4500,1494647351,640063,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,6432,386905,40406,453197.0,2.9799000458297087e-06,6432,640063
10471756,390932,1494393754,551530,430548_1007,1,0,0,4,2,4,,3,0,2.0,4521,408709,63559,234846.0,3.5990001379104797e-07,4521,551530
14074291,409373,1494168142,620847,430548_1007,1,0,0,10,1,4,2.0,3,0,,6261,247195,141562,312790.0,3.3798999083956005e-06,6261,620847
17066070,186325,1494412674,605575,430548_1007,1,0,0,11,1,5,,2,0,,6261,397994,52598,454237.0,5.9898998188145924e-06,6261,605575
4797655,782462,1494490832,757924,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,856,16123,94324,399534.0,1.5198999108179123e-06,856,757924
8357058,694536,1494681627,402502,430548_1007,1,0,0,3,2,3,,3,0,,6421,338630,253010,451928.0,3.849899712804472e-06,6421,402502
12719600,913595,1494396331,96565,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,4517,101924,169916,353787.0,4.798999952981831e-07,4517,96565
3311697,1067128,1494079953,648152,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,4520,300240,242592,315878.0,9.798999371923856e-07,4520,648152
22794473,390932,1494370025,574731,430548_1007,1,0,0,4,2,4,,3,0,2.0,4505,390559,44312,247789.0,1.989900056287297e-06,4505,574731
9847888,390932,1494255888,368785,430548_1007,1,0,0,4,2,4,,3,0,2.0,4520,332017,224254,,6.898999913573789e-07,4520,368785
5270808,118379,1494153498,423025,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4520,281303,69721,90295.0,8.898999794837437e-07,4520,423025
15276555,728644,1494208421,613351,430548_1007,1,0,7,2,2,2,1.0,3,0,1.0,6426,347592,36592,115978.0,2.5598999400244793e-06,6426,613351
21615977,1076981,1494601581,606831,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,21257,100668,95766.0,3.8990000916783174e-07,856,606831
10115660,324042,1494140554,570221,430548_1007,1,0,0,3,2,3,1.0,2,0,,1665,356048,226508,234846.0,2.989899940075702e-06,1665,570221
248842,390932,1494370079,683971,430548_1007,1,0,0,4,2,4,,3,0,2.0,6952,235080,100759,,2.9980000704199483e-07,6952,683971
23813622,409373,1494496381,578632,430548_1007,1,0,0,10,1,4,2.0,3,0,,6735,386502,31533,385426.0,4.9598997975408565e-06,6735,578632
8830252,4500,1494643530,111862,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,549,189287,25097,373263.0,1.2798999478036421e-06,549,111862
14768668,1076981,1494335067,109308,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,5410,30844,27044,,2.499000117950345e-07,5410,109308
21395545,913595,1494300565,315291,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,45,34141,118202,22341.0,1.1889899724337738e-05,45,315291
6356199,173787,1494541145,333489,430548_1007,1,0,20,3,2,3,2.0,3,0,3.0,5957,31095,26477,51716.0,8.189899745048024e-06,5957,333489
21705841,56008,1494379042,325786,430539_1007,1,0,7,2,2,2,2.0,3,0,2.0,4812,53104,124252,,6.599000244023046e-07,4812,325786
10871858,437677,1494465644,100526,430539_1007,1,0,0,9,1,3,,3,0,3.0,4385,57953,129291,81998.0,2.099900029861601e-06,4385,100526
14818359,1063860,1494467123,587146,430539_1007,1,0,0,4,2,4,,3,0,,6426,201679,202653,,1.959899918801966e-06,6426,587146
14960996,1076981,1494597566,476698,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,565,167052,72073,,8.88999949211211e-08,565,476698
22793472,390932,1494592119,497130,430548_1007,1,0,0,4,2,4,,3,0,2.0,4505,44180,130906,9415.0,1.7898998976306757e-06,4505,497130
19934611,4500,1494475653,795282,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,4282,203389,29534,,1.0998999186995206e-06,4282,795282
13835644,994496,1494157577,9412,430539_1007,1,0,0,4,2,4,,3,0,4.0,8177,416377,70926,455869.0,4.5990000785423035e-07,8177,9412
10114535,4500,1494124883,534028,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,1665,138924,14566,,1.3898999213779462e-06,1665,534028
22952266,37817,1494457692,784560,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6554,402500,1475,39443.0,5.799000177830749e-07,6554,784560
6593169,1089728,1494311083,621610,430548_1007,1,0,0,9,1,3,,3,0,2.0,4521,285333,12184,,6.898999913573789e-07,4521,621610
18380104,390932,1494624795,282224,430548_1007,1,0,0,4,2,4,,3,0,2.0,5139,244180,178606,272529.0,3.1798999771126546e-06,5139,282224
2959294,1102430,1494407872,725105,430548_1007,1,0,2,1,2,1,1.0,3,0,4.0,4284,225336,28529,82527.0,1.1798999821621692e-06,4284,725105
5939674,1076981,1494459135,792801,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,2254,118417,34616,43582.0,1.0898999107666896e-06,2254,792801
23158976,409373,1494311684,798010,430548_1007,1,0,0,10,1,4,2.0,3,0,,6735,350380,253579,,3.259900040575303e-06,6735,798010
15410178,1089728,1494389980,836794,430548_1007,1,0,0,9,1,3,,3,0,2.0,6261,406570,5406,420137.0,3.689900040626526e-06,6261,836794
5936363,1076981,1494677379,522844,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6426,91307,61086,,2.9799000458297087e-06,6426,522844
22628064,379438,1494336458,788819,430539_1007,1,0,0,4,2,4,,3,0,1.0,4280,275154,71967,270707.0,1.9998999505332904e-06,4280,788819
1912211,852597,1494210185,592586,430548_1007,0,1,8,2,2,2,1.0,3,0,3.0,6261,324642,29624,48624.0,6.659900009253761e-06,6261,592586
12435831,153909,1494124766,138616,430539_1007,1,0,81,10,1,4,2.0,3,0,4.0,6554,149541,111743,95766.0,3.679899919006857e-06,6554,138616
14624553,20927,1494576257,311220,430548_1007,1,0,20,3,2,3,2.0,3,0,3.0,8113,164565,17855,,9.598999213267234e-07,8113,311220
19250502,118379,1494041417,450932,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,4520,172345,193156,191779.0,2.4898999981814995e-06,4520,450932
24687550,406693,1494167646,227640,430548_1007,1,0,12,3,2,3,2.0,2,0,4.0,6143,35758,119034,430222.0,3.099899913650006e-06,6143,227640
23105132,718709,1494399532,240002,430539_1007,1,0,66,9,1,3,2.0,3,0,2.0,1540,301846,212738,384487.0,9.898999451252166e-07,1540,240002
6028872,390932,1494026397,511165,430548_1007,1,0,0,4,2,4,,3,0,2.0,4609,364898,79258,228905.0,5.199000270295073e-07,4609,511165
22220270,1067128,1494344895,642047,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,4781,376040,224492,23882.0,2.5598999400244793e-06,4781,642047
7543846,390932,1494421460,837656,430548_1007,1,0,0,4,2,4,,3,0,2.0,4282,195210,159990,,1.8623999267219915e-06,4282,837656
1492399,186325,1494462335,576886,430548_1007,1,0,0,11,1,5,,2,0,,4520,166052,65292,138812.0,1.4899000007062568e-06,4520,576886
22574751,782462,1494036854,534991,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,856,226368,214640,,3.9890002767606347e-07,856,534991
11484002,1102430,1494374472,262479,430548_1007,1,0,2,1,2,1,1.0,3,0,4.0,4284,51879,83771,85926.0,1.7998999055635068e-06,4284,262479
237744,1102430,1494396625,651204,430548_1007,1,0,2,1,2,1,1.0,3,0,4.0,1665,138488,18499,,1.2298999081394868e-06,1665,651204
3600905,173787,1494652638,738901,430548_1007,1,0,20,3,2,3,2.0,3,0,3.0,4282,385536,28200,310579.0,1.0798999028338585e-06,4282,738901
9200137,1102430,1494395885,698688,430548_1007,1,0,2,1,2,1,1.0,3,0,4.0,4284,412464,3748,330956.0,1.1798999821621692e-06,4284,698688
10623866,694536,1494679787,771825,430548_1007,1,0,0,3,2,3,,3,0,,4292,423212,76976,,1.2798999478036421e-06,4292,771825
22792307,390932,1494026306,174374,430548_1007,1,0,0,4,2,4,,3,0,2.0,9692,212294,209942,293023.0,4.479990093386732e-05,9692,174374
17937312,594253,1494585434,657624,430548_1007,1,0,0,5,2,5,,3,0,3.0,4282,245457,159976,342201.0,1.7798998896978446e-06,4282,657624
15013897,1113511,1494383414,733837,430548_1007,1,0,0,3,2,3,,3,0,1.0,6421,347603,210249,269810.0,1.989900056287297e-06,6421,733837
24313748,1089728,1494311083,575270,430548_1007,1,0,0,9,1,3,,3,0,2.0,6183,357778,226831,46.0,1.8989999261975754e-07,6183,575270
22393889,1075609,1494415330,124383,430539_1007,1,0,54,8,1,2,1.0,3,1,2.0,6142,4000,65662,277318.0,2.7798998871730873e-06,6142,124383
19251403,118379,1494418722,143816,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,5539,186413,180795,,1.2798999478036421e-06,5539,143816
18698995,4500,1494558100,390678,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,4521,271584,51687,,1.1798999821621692e-06,4521,390678
22793303,390932,1494169478,337127,430548_1007,1,0,0,4,2,4,,3,0,2.0,7146,104855,165032,270171.0,1.9798999346676283e-06,7146,337127
6948312,1076981,1494508657,626852,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,21257,100668,99226.0,3.7990000123500067e-07,856,626852
13166440,409373,1494136294,635144,430548_1007,1,0,0,10,1,4,2.0,3,0,,1665,270037,23680,,7.679000191274099e-07,1665,635144
21206570,37817,1494438505,377610,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6554,192559,184117,181325.0,4.899000032310141e-07,6554,377610
22215879,122203,1494285518,694661,430539_1007,1,0,0,9,1,3,,3,0,2.0,6961,392568,45239,90887.0,7.598999900437775e-07,6961,694661
9226426,1067128,1494583724,603183,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,6300,63906,143485,236615.0,1.9798999346676283e-06,6300,603183
12372554,37817,1494457482,88247,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6554,10443,22020,455132.0,1.7798998896978446e-06,6554,88247
20023421,1075609,1494212479,710783,430539_1007,1,0,54,8,1,2,1.0,3,1,2.0,1166,357367,237240,428770.0,1.0798999028338585e-06,1166,710783
959310,994496,1494159784,557003,430539_1007,1,0,0,4,2,4,,3,0,4.0,6261,415468,25728,,8.898999794837437e-07,6261,557003
6712615,716346,1494548706,674267,430539_1007,1,0,18,3,2,3,2.0,3,0,1.0,6519,205239,144737,,1.9798999346676283e-06,6519,674267
14365194,409373,1494072240,644329,430548_1007,1,0,0,10,1,4,2.0,3,0,,278,368298,146827,318677.0,1.6798999240563717e-06,278,644329
842104,390932,1494418703,618910,430548_1007,1,0,0,4,2,4,,3,0,2.0,549,17975,96078,323830.0,6.898999913573789e-07,549,618910
16532067,694536,1494238259,584707,430548_1007,1,0,0,3,2,3,,3,0,,6251,344377,47385,27498.0,1.1798999821621692e-06,6251,584707
18512416,186325,1494462729,681583,430548_1007,1,0,0,11,1,5,,2,0,,4282,104172,152453,,2.279899945278885e-06,4282,681583
12670841,852597,1494115898,593872,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,5539,299211,143099,294679.0,1.0489999624496704e-07,5539,593872
5681016,34719,1494682390,564347,430548_1007,1,0,0,10,1,4,,3,0,1.0,1535,372235,230954,409680.0,1.6798999240563717e-06,1535,564347
17587065,829038,1494403732,516027,430539_1007,1,0,0,10,1,4,,3,0,2.0,2814,92881,129832,70635.0,4.9979902541963384e-05,2814,516027
4093284,1076981,1494508657,713165,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,6185,420204,71041,,4.498999999213993e-07,6185,713165
15534498,1089728,1494514949,386928,430548_1007,1,0,0,9,1,3,,3,0,2.0,6261,160079,1881,445273.0,1.1898999900950002e-06,6261,386928
20895489,195826,1494212052,305397,430539_1007,1,0,0,3,2,3,,3,0,3.0,7815,51920,134614,225935.0,3.9999900764087215e-05,7815,305397
6729710,1089728,1494163366,484794,430548_1007,1,0,0,9,1,3,,3,0,2.0,122,134899,16747,330653.0,3.979000098297547e-07,122,484794
15461976,568075,1494630035,783123,430539_1007,1,0,0,10,1,4,,3,0,2.0,8056,164155,134435,,3.2898999506869586e-06,8056,783123
8351233,186325,1494214347,50093,430548_1007,1,0,0,11,1,5,,2,0,,4281,16504,94812,200291.0,2.989899940075702e-06,4281,50093
7098460,1076981,1494251089,686909,430548_1007,1,0,80,10,1,4,2.0,3,0,2.0,856,348469,251080,377031.0,2.499000117950345e-07,856,686909
17739554,718709,1494683249,497117,430539_1007,1,0,66,9,1,3,2.0,3,0,2.0,11310,263522,220654,58016.0,5.890000309705101e-08,11310,497117
11135158,409373,1494578908,633264,430548_1007,1,0,0,10,1,4,2.0,3,0,,1665,202498,103078,234846.0,4.109900146431755e-06,1665,633264
4290798,37817,1494688916,841682,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,6604,251889,225620,151105.0,2.079900013995939e-06,6604,841682
16187895,390932,1494168726,44489,430548_1007,1,0,0,4,2,4,,3,0,2.0,4284,136360,5539,,1.379899913445115e-06,4284,44489
10148385,4500,1494473624,586107,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,4282,195456,33270,,1.6798999240563717e-06,4282,586107
24149848,852597,1494115898,20887,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,5539,177118,24752,,6.798999834245478e-07,5539,20887
23451732,195826,1494401332,69754,430539_1007,1,0,0,3,2,3,,3,0,3.0,6172,15513,94974,265615.0,1.989900056287297e-06,6172,69754
6622933,125323,1494326906,616786,430548_1007,1,0,17,3,2,3,1.0,3,0,4.0,6261,148598,181403,,1.8798999690261553e-06,6261,616786
18679815,1067128,1494684997,561302,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,6261,85565,92320,345863.0,1.989900056287297e-06,6261,561302
2359977,122203,1494242903,567157,430539_1007,1,0,0,9,1,3,,3,0,2.0,6286,159094,151804,106641.0,9.898999451252166e-07,6286,567157
21157329,913595,1494396221,216188,430539_1007,1,0,68,9,1,3,3.0,3,0,2.0,10062,283748,220360,115491.0,4.779990194947459e-05,10062,216188
17978878,4500,1494472575,805003,430539_1007,1,0,21,3,2,3,3.0,3,0,2.0,1665,73025,146023,311592.0,2.989899940075702e-06,1665,805003
1868131,1102430,1494117106,241215,430548_1007,1,0,2,1,2,1,1.0,3,0,4.0,7205,394758,49143,45618.0,1.8799899407895282e-05,7205,241215
9462916,153909,1494158131,582280,430539_1007,1,0,81,10,1,4,2.0,3,0,4.0,6554,110891,34603,40407.0,9.798999371923856e-07,6554,582280
13960855,1089728,1494390041,704789,430548_1007,1,0,0,9,1,3,,3,0,2.0,6261,52997,135468,43862.0,1.1798999821621692e-06,6261,704789
5336981,406693,1494040049,216380,430548_1007,1,0,12,3,2,3,2.0,2,0,4.0,6143,268025,137847,263174.0,1.1399899449315853e-05,6143,216380
24596332,852597,1494083171,308894,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,6426,20123,98003,424504.0,7.939899660414085e-06,6426,308894
24582194,469812,1494642998,273224,430548_1007,1,0,95,12,1,6,2.0,2,0,,5026,215720,206040,,4.199000045446155e-07,5026,273224
2177068,782462,1494685623,399034,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,6736,157034,119501,88564.0,1.4798999927734258e-06,6736,399034
4651346,782462,1494666820,422248,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,4283,339419,229951,,1.2798999478036421e-06,4283,422248
5308905,1091685,1494558669,802287,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,4281,118601,28529,82527.0,1.1798999821621692e-06,4281,802287
13356356,390932,1494163672,363544,430548_1007,1,0,0,4,2,4,,3,0,2.0,4385,222956,112127,296822.0,1.1898999900950002e-06,4385,363544
2236194,376279,1494379126,621564,430548_1007,0,1,0,4,2,4,,3,0,,4284,222192,204966,,2.5598999400244793e-06,4284,621564
21731645,1089728,1494639473,617604,430548_1007,1,0,0,9,1,3,,3,0,2.0,6183,227034,204819,,9.299000112150679e-07,6183,617604
14887863,376279,1494394414,757323,430548_1007,1,0,0,4,2,4,,3,0,,6512,322542,195950,34065.0,8.599000125286693e-07,6512,757323
10724564,450685,1494029080,456693,430548_1007,1,0,8,2,2,2,2.0,3,0,3.0,4284,388049,42069,,1.5798999584148987e-06,4284,456693
20925431,782462,1494550064,64501,430548_1007,1,0,26,4,2,4,2.0,2,0,2.0,7571,120246,63199,56508.0,7.09900007223041e-07,7571,64501
19651763,56008,1494163932,478074,430539_1007,1,0,7,2,2,2,2.0,3,0,2.0,7772,341994,249547,364114.0,1.379899913445115e-06,7772,478074
15859352,118379,1494051691,542998,430539_1007,1,0,46,5,2,5,3.0,3,0,2.0,5957,351777,89257,,1.379899913445115e-06,5957,542998
770025,610249,1494651237,630074,430548_1007,1,0,45,5,2,5,3.0,3,0,4.0,4292,353636,218210,,3.5798998396785464e-06,4292,630074
6603959,390932,1494511157,569767,430548_1007,1,0,0,4,2,4,,3,0,2.0,4282,375680,122451,,5.789000283584755e-07,4282,569767
9809084,694536,1494679787,812147,430548_1007,1,0,0,3,2,3,,3,0,,4288,144544,22418,,1.5798999584148987e-06,4288,812147
17102603,1067128,1494391355,346734,430548_1007,1,0,8,2,2,2,2.0,3,0,4.0,4520,401102,55620,207916.0,1.1898999900950002e-06,4520,346734
22701066,852597,1494050644,520321,430548_1007,1,0,8,2,2,2,1.0,3,0,3.0,6261,33335,115805,,1.2649999803215906e-07,6261,520321
18584818,1089728,1494466868,738506,430548_1007,1,0,0,9,1,3,,3,0,2.0,6426,165141,115683,,9.989899808715563e-06,6426,738506
212500,324042,1494140745,104401,430548_1007,1,0,0,3,2,3,1.0,2,0,,6554,74814,32597,206372.0,9.988999636334484e-07,6554,104401
7874961,390932,1494199738,613279,430548_1007,1,0,0,4,2,4,,3,0,2.0,7146,197494,204087,315389.0,1.4498999689749326e-06,7146,613279
12660943,37817,1494384222,655864,430548_1007,1,0,34,4,2,4,2.0,3,0,3.0,122,293480,217787,,3.798000136612245e-07,122,655864
1369884,390932,1494598227,670230,430548_1007,1,0,0,4,2,4,,3,0,2.0,4281,208551,15140,,9.996999779104954e-07,4281,670230
4801368,409373,1494687186,818551,430548_1007,1,0,0,10,1,4,2.0,3,0,,4281,178428,3748,330956.0,9.598999213267234e-07,4281,818551
7011568,20927,1494491752,112657,430548_1007,1,0,20,3,2,3,2.0,3,0,3.0,8113,91341,74422,325279.0,4.979900040780194e-06,8113,112657
